time_of_day,2014-11-28,2014-12-01,2014-12-02,2014-12-03,2014-12-04,2014-12-05,2014-12-08,2014-12-09,2014-12-10,2014-12-11,2014-12-12,2014-12-15,2014-12-16,2014-12-17
12:49:00,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,
12:50:00,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,
12:51:00,15.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12:52:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,
12:53:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,
12:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,
12:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,
12:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,
12:57:00,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,
12:58:00,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,
12:59:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,
13:00:00,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,
13:01:00,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,
13:02:00,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,
13:03:00,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,
13:04:00,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,
13:05:00,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,
13:06:00,15.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,
13:07:00,14.0,14.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,15.0,
13:08:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,
13:09:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,
13:10:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,
13:11:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,
13:12:00,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,
13:13:00,8.0,9.0,8.0,8.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,8.0,8.0,
13:14:00,7.0,7.0,7.0,7.0,9.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,
13:15:00,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,
13:16:00,5.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,6.0,5.0,
13:17:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,4.0,5.0,4.0,
13:18:00,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,3.0,4.0,3.0,
13:19:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,3.0,2.0,
13:20:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,
13:21:00,15.0,15.0,15.0,15.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,
13:22:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,14.0,14.0,14.0,14.0,15.0,
13:23:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,5.0,13.0,13.0,13.0,13.0,13.0,
13:24:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,12.0,13.0,12.0,
13:25:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,11.0,11.0,11.0,12.0,12.0,
13:26:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,11.0,10.0,10.0,
13:27:00,9.0,10.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,10.0,10.0,
13:28:00,8.0,9.0,8.0,10.0,8.0,8.0,8.0,2.0,8.0,10.0,8.0,8.0,8.0,
13:29:00,7.0,7.0,7.0,9.0,7.0,7.0,10.0,1.0,7.0,9.0,7.0,8.0,8.0,
13:30:00,6.0,6.0,6.0,7.0,6.0,6.0,9.0,0.0,6.0,7.0,6.0,7.0,6.0,
13:31:00,5.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,
13:32:00,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,
13:33:00,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,
13:34:00,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,
13:35:00,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,
13:36:00,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
13:37:00,14.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,0.0,15.0,
13:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,14.0,
13:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,
13:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,0.0,11.0,
13:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,10.0,
13:42:00,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,0.0,9.0,
13:43:00,8.0,10.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,8.0,0.0,8.0,
13:44:00,7.0,9.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,10.0,7.0,0.0,7.0,
13:45:00,6.0,9.0,6.0,7.0,6.0,6.0,9.0,6.0,6.0,9.0,6.0,0.0,6.0,
13:46:00,5.0,6.0,5.0,6.0,5.0,5.0,9.0,5.0,5.0,6.0,6.0,0.0,5.0,
13:47:00,4.0,6.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,5.0,5.0,4.0,
13:48:00,3.0,5.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,6.0,4.0,4.0,3.0,
13:49:00,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,
13:50:00,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,
13:51:00,15.0,1.0,0.0,15.0,15.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,
13:52:00,14.0,0.0,14.0,14.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,3.0,15.0,
13:53:00,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,13.0,3.0,14.0,
13:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,12.0,
13:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3.0,11.0,
13:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,
13:57:00,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,10.0,
13:58:00,8.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,3.0,10.0,
13:59:00,7.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,3.0,9.0,
14:00:00,6.0,6.0,6.0,7.0,6.0,6.0,9.0,6.0,6.0,7.0,6.0,3.0,7.0,
14:01:00,5.0,5.0,5.0,6.0,5.0,5.0,9.0,5.0,5.0,6.0,5.0,2.0,6.0,
14:02:00,4.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,5.0,4.0,1.0,5.0,
14:03:00,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,3.0,0.0,4.0,
14:04:00,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,9.0,3.0,
14:05:00,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,7.0,2.0,
14:06:00,0.0,15.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,
14:07:00,14.0,14.0,14.0,14.0,14.0,14.0,2.0,14.0,14.0,14.0,14.0,5.0,0.0,
14:08:00,13.0,13.0,13.0,13.0,13.0,13.0,1.0,13.0,13.0,13.0,14.0,4.0,13.0,
14:09:00,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,3.0,12.0,
14:10:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2.0,12.0,
14:11:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,
14:12:00,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,
14:13:00,9.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,10.0,8.0,10.0,9.0,9.0,
14:14:00,8.0,7.0,7.0,7.0,7.0,9.0,9.0,8.0,9.0,7.0,9.0,7.0,7.0,
14:15:00,6.0,6.0,6.0,7.0,6.0,9.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,
14:16:00,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,
14:17:00,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,
14:18:00,3.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,
14:19:00,2.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,
14:20:00,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,
14:21:00,0.0,0.0,15.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,
14:22:00,14.0,14.0,14.0,0.0,14.0,0.0,2.0,0.0,14.0,14.0,14.0,15.0,15.0,
14:23:00,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,14.0,13.0,14.0,14.0,
14:24:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,
14:25:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
14:26:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,
14:27:00,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,
14:28:00,8.0,9.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,23.0,9.0,
14:29:00,7.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,10.0,7.0,23.0,7.0,
14:30:00,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,9.0,6.0,21.0,7.0,
14:31:00,5.0,5.0,5.0,6.0,5.0,12.0,5.0,5.0,5.0,7.0,5.0,21.0,5.0,
14:32:00,4.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,19.0,5.0,
14:33:00,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,19.0,4.0,
14:34:00,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,18.0,3.0,
14:35:00,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,16.0,2.0,
14:36:00,15.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,
14:37:00,14.0,14.0,14.0,14.0,14.0,1.0,14.0,14.0,14.0,0.0,14.0,14.0,15.0,
14:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,
14:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,
14:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,
14:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
14:42:00,9.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,
14:43:00,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,
14:44:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,
14:45:00,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,
14:46:00,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,
14:47:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,
14:48:00,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,
14:49:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
14:50:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,
14:51:00,15.0,15.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14:52:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,
14:53:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,
14:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,
14:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,
14:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,
14:57:00,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,
14:58:00,8.0,10.0,8.0,10.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,
14:59:00,7.0,9.0,7.0,10.0,7.0,7.0,8.0,7.0,7.0,10.0,7.0,7.0,7.0,
15:00:00,6.0,10.0,6.0,10.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,6.0,
15:01:00,5.0,10.0,5.0,10.0,5.0,6.0,5.0,5.0,5.0,9.0,5.0,6.0,6.0,
15:02:00,4.0,10.0,4.0,10.0,4.0,5.0,4.0,4.0,4.0,9.0,4.0,4.0,5.0,
15:03:00,3.0,10.0,3.0,10.0,3.0,4.0,3.0,3.0,3.0,7.0,3.0,3.0,4.0,
15:04:00,2.0,9.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,
15:05:00,0.0,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,
15:06:00,0.0,6.0,15.0,5.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
15:07:00,14.0,5.0,14.0,4.0,14.0,14.0,14.0,14.0,14.0,2.0,14.0,14.0,15.0,
15:08:00,13.0,4.0,13.0,3.0,13.0,13.0,13.0,13.0,13.0,1.0,13.0,14.0,14.0,
15:09:00,12.0,2.0,12.0,2.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,13.0,12.0,
15:10:00,11.0,1.0,11.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,
15:11:00,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
15:12:00,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,
15:13:00,9.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,
15:14:00,8.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,
15:15:00,6.0,6.0,7.0,10.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0,9.0,6.0,
15:16:00,5.0,5.0,6.0,9.0,5.0,5.0,5.0,5.0,6.0,10.0,5.0,7.0,5.0,
15:17:00,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,9.0,4.0,6.0,4.0,
15:18:00,3.0,3.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,5.0,4.0,
15:19:00,2.0,2.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,
15:20:00,0.0,0.0,7.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,
15:21:00,0.0,15.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,
15:22:00,14.0,14.0,5.0,1.0,14.0,14.0,14.0,14.0,14.0,2.0,14.0,0.0,14.0,
15:23:00,13.0,13.0,4.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,13.0,13.0,14.0,
15:24:00,12.0,12.0,3.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,13.0,12.0,
15:25:00,11.0,11.0,2.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
15:26:00,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,
15:27:00,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,
15:28:00,8.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,
15:29:00,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,7.0,10.0,7.0,
15:30:00,6.0,6.0,7.0,6.0,6.0,9.0,6.0,6.0,6.0,9.0,6.0,10.0,6.0,
15:31:00,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,10.0,5.0,
15:32:00,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,10.0,4.0,
15:33:00,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,9.0,3.0,
15:34:00,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,8.0,2.0,
15:35:00,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,7.0,1.0,
15:36:00,15.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,
15:37:00,14.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,14.0,5.0,14.0,
15:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,4.0,13.0,
15:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2.0,12.0,
15:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,11.0,
15:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,11.0,
15:42:00,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,
15:43:00,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,
15:44:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,10.0,7.0,
15:45:00,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,10.0,6.0,
15:46:00,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,6.0,
15:47:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,9.0,5.0,
15:48:00,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,7.0,4.0,
15:49:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,3.0,
15:50:00,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,
15:51:00,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
15:52:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.0,14.0,
15:53:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,2.0,13.0,
15:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,
15:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,
15:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,
15:57:00,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,
15:58:00,8.0,9.0,8.0,9.0,8.0,9.0,10.0,8.0,9.0,8.0,8.0,9.0,9.0,
15:59:00,7.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,8.0,7.0,9.0,7.0,7.0,
16:00:00,6.0,7.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,6.0,8.0,7.0,7.0,
16:01:00,5.0,5.0,5.0,5.0,5.0,6.0,9.0,5.0,5.0,5.0,7.0,6.0,6.0,
16:02:00,4.0,4.0,4.0,4.0,4.0,5.0,10.0,4.0,4.0,4.0,6.0,5.0,5.0,
16:03:00,3.0,4.0,3.0,3.0,3.0,4.0,9.0,3.0,3.0,3.0,5.0,4.0,4.0,
16:04:00,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,4.0,2.0,3.0,
16:05:00,0.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,
16:06:00,15.0,0.0,15.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,
16:07:00,14.0,14.0,14.0,14.0,14.0,2.0,3.0,14.0,14.0,15.0,0.0,15.0,15.0,
16:08:00,13.0,13.0,13.0,13.0,13.0,0.0,2.0,13.0,13.0,13.0,13.0,14.0,13.0,
16:09:00,12.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,12.0,13.0,13.0,
16:10:00,11.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,12.0,
16:11:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
16:12:00,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,
16:13:00,10.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,10.0,8.0,8.0,
16:14:00,9.0,7.0,9.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,10.0,7.0,8.0,
16:15:00,6.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,6.0,6.0,9.0,7.0,6.0,
16:16:00,5.0,5.0,6.0,5.0,5.0,5.0,6.0,8.0,5.0,5.0,6.0,5.0,5.0,
16:17:00,4.0,4.0,5.0,4.0,4.0,4.0,6.0,8.0,4.0,4.0,5.0,4.0,4.0,
16:18:00,3.0,3.0,4.0,3.0,3.0,3.0,5.0,10.0,3.0,3.0,4.0,3.0,3.0,
16:19:00,2.0,2.0,3.0,2.0,2.0,2.0,4.0,10.0,2.0,3.0,3.0,2.0,2.0,
16:20:00,0.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0,1.0,2.0,2.0,1.0,1.0,
16:21:00,0.0,0.0,0.0,0.0,15.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,
16:22:00,14.0,14.0,14.0,14.0,14.0,14.0,0.0,9.0,14.0,14.0,0.0,14.0,15.0,
16:23:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,6.0,13.0,13.0,14.0,14.0,14.0,
16:24:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,13.0,13.0,
16:25:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,11.0,11.0,11.0,11.0,11.0,
16:26:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,11.0,10.0,
16:27:00,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,10.0,10.0,9.0,
16:28:00,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,10.0,9.0,9.0,
16:29:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,10.0,7.0,8.0,
16:30:00,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,10.0,7.0,7.0,
16:31:00,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,6.0,5.0,10.0,6.0,5.0,
16:32:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,5.0,4.0,9.0,5.0,4.0,
16:33:00,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,7.0,4.0,4.0,
16:34:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,3.0,2.0,
16:35:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,
16:36:00,15.0,15.0,15.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,
16:37:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2.0,14.0,14.0,2.0,14.0,14.0,
16:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,13.0,13.0,1.0,14.0,13.0,
16:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,13.0,12.0,
16:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
16:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,
16:42:00,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,
16:43:00,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,
